id,reference_id,country,product_code,product_name,subscription_start_date,subscription_deactivation_date,subscription_duration_months,order_date_kyiv,return_date_kyiv,last_rebill_date_kyiv,has_chargeback,has_refund,sales_agent_name,source,campaign_name,total_amount,discount_amount,number_of_rebills,original_amount,returned_amount,total_rebill_amount,created_at
26,GYB220108-6911-16230,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-08,2022-04-08,1.0,2022-01-09,,2022-03-08,False,False,Rodger,Call,AQ_9,99.0,0.0,2,99.0,,39.9,2026-02-07 00:00:00
27,GYB220109-4354-47123,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-09,,1.0,2022-01-09,,2023-10-09,False,False,Nick,Call,AQ_25,199.0,0.0,19,199.0,,379.05,2026-02-07 00:00:00
28,GYB220109-1511-50132,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-09,2022-04-09,3.0,2022-01-09,,,False,False,Jayce,Call,AQ_9,199.0,0.0,,199.0,,,2026-02-07 00:00:00
29,GYB220109-4354-44148,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-09,2022-05-16,1.0,,,2022-04-09,False,False,Megan,Chat,AQ_9,159.2,39.8,1,199.0,,19.95,2026-02-07 00:00:00
30,GYB220109-6604-74116,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-09,,36.0,2022-01-10,,,False,False,Rodger,Call,AQ_25,478.8,205.2,,684.0,,,2026-02-07 00:00:00
31,GYB220110-6911-44113,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-10,,36.0,2022-01-10,,,False,False,Rodger,Call,AQ_9,478.8,205.2,,684.0,,,2026-02-07 00:00:00
32,GYB220110-4354-47133,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-10,2024-01-10,24.0,,,,False,False,Esmee,Call,AQ_25,576.0,0.0,,576.0,,,2026-02-07 00:00:00
33,GYB220110-4354-90170,CA,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-10,,36.0,,,,False,False,Esmee,Call,AQ_1,684.1,0.0,,684.1,,,2026-02-07 00:00:00
34,GYB220110-6604-28126,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-10,2023-01-10,12.0,2022-01-11,,,False,False,Vicky,Call,AQ_25,432.0,0.0,,432.0,,,2026-02-07 00:00:00
35,GYB220110-8954-29129,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-10,2022-04-10,3.0,2022-01-11,,,False,False,Rinna,Chat,AQ_9,199.0,0.0,,199.0,,,2026-02-07 00:00:00
36,GYB220111-1511-84107,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-11,2023-01-09,12.0,2022-01-11,2022-02-12,,False,True,Jayce,Call,AQ_9,432.0,0.0,,432.0,382.0,,2026-02-07 00:00:00
37,GYB220111-4354-59122,AU,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-11,2023-01-11,12.0,,,,False,False,Olivia,Chat,AQ_9,431.6,0.0,,431.6,,,2026-02-07 00:00:00
38,GYB220111-5542-38113,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Jacob,Call,AQ_25,111.75,37.25,,149.0,,,2026-02-07 00:00:00
39,GYB220111-1511-18147,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Biby,Chat,AQ_9,149.0,0.0,,149.0,,,2026-02-07 00:00:00
40,GYB220111-6911-88135,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-11,2022-02-11,1.0,2022-01-12,,,False,False,Esmee,Call,AQ_9,49.5,49.5,,99.0,,,2026-02-07 00:00:00
41,GYB220112-8954-29108,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,2022-01-12,,,False,False,Vicky,Call,AQ_25,119.2,29.8,,149.0,,,2026-02-07 00:00:00
42,GYB220112-6604-58114,AU,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-12,2023-01-12,12.0,2022-01-12,,,False,False,Vicky,Call,AQ_7,367.27,64.81,,432.08,,,2026-02-07 00:00:00
43,GYB220113-1511-88122,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-13,,24.0,,,,False,False,Rodger,Call,AQ_9,576.0,0.0,,576.0,,,2026-02-07 00:00:00
44,GYB220113-1511-25165,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Jacob,Call,AQ_9,111.75,37.25,,149.0,,,2026-02-07 00:00:00
45,GYB220113-6911-97136,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-13,2025-09-13,36.0,,,,False,False,Rodger,Chat,AQ.Upgrade,478.8,205.2,,684.0,,,2026-02-07 00:00:00
46,GYB220113-8954-28128,AU,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-13,2023-01-20,1.0,2022-01-14,,,False,False,Isaac,Call,AQ_7,323.99,108.0,,431.99,,,2026-02-07 00:00:00
47,GYB220113-5542-30106,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-13,2022-09-13,1.0,2022-01-14,,2022-08-13,False,False,Nick,Call,AQ_9,79.2,19.8,7,99.0,,139.65,2026-02-07 00:00:00
48,GYB220114-8954-36122,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-14,2025-01-14,36.0,,,,False,False,Rodger,Call,BF.Upgrade,478.8,205.2,,684.0,,,2026-02-07 00:00:00
49,GYB220114-5542-89110,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-14,,1.0,,,2023-10-14,False,False,Rodger,Call,AQ_9,99.0,0.0,21,99.0,,418.95,2026-02-07 00:00:00
50,GYB220114-8954-75165,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-14,2022-05-21,1.0,,,2022-04-14,False,False,Nick,Call,AQ_9,99.0,0.0,3,99.0,,59.85,2026-02-07 00:00:00
51,GYB220114-6911-61143,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Rodger,Call,AQ_9,74.5,74.5,,149.0,,,2026-02-07 00:00:00
52,GYB220114-4354-98127,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-14,,36.0,2022-01-15,,,False,False,Jackie,Call,AQ_9,684.0,0.0,,684.0,,,2026-02-07 00:00:00
53,GYB220115-5542-13134,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-15,,36.0,,,,False,False,,,,684.0,0.0,,684.0,,,2026-02-07 00:00:00
54,GYB220115-4354-14130,CA,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Jackie,Call,AQ_9,112.15,37.38,,149.53,,,2026-02-07 00:00:00
55,GYB220115-1511-83127,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-15,2022-06-15,36.0,,2022-06-15,,False,True,Jackie,Call,AQ_9,684.0,0.0,,684.0,535.0,,2026-02-07 00:00:00
56,GYB220115-6604-51110,CA,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Jackie,Call,AQ_1,97.2,52.34,,149.54,,,2026-02-07 00:00:00
57,GYB220116-4354-54118,US,gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-16,2024-01-16,24.0,2022-01-16,,,False,False,Rodger,Call,BF.Upgrade,403.2,172.8,,576.0,,,2026-02-07 00:00:00
58,GYB220116-8954-85139,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-16,2023-03-16,1.0,2022-01-17,,2023-02-16,False,False,Rinna,Chat,AQ_9,99.0,0.0,13,99.0,,259.35,2026-02-07 00:00:00
59,GYB220117-4354-30158,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Biby,Chat,AQ_9,149.0,0.0,,149.0,,,2026-02-07 00:00:00
60,GYB220117-4354-16192,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Esmee,Call,AQ_25,149.0,0.0,,149.0,,,2026-02-07 00:00:00
61,GYB220117-2241-26129,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,2022-01-18,,,False,False,Vicky,Call,AQ_9,149.0,0.0,,149.0,,,2026-02-07 00:00:00
62,GYB220117-5542-74117,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,2022-01-18,,,False,False,,,,104.3,44.7,,149.0,,,2026-02-07 00:00:00
63,GYB220117-1511-42127,AU,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-17,2022-02-17,1.0,2022-01-18,,,False,False,Esmee,Call,AQ_7,49.7,49.7,,99.4,,,2026-02-07 00:00:00
64,GYB220118-5922-10128,AU,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-18,2023-01-18,12.0,2022-01-18,,,False,False,Megan,Chat,AQ_9,432.46,0.0,,432.46,,,2026-02-07 00:00:00
65,GYB220118-5542-13132,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Olivia,Chat,AQ_9,96.85,52.15,,149.0,,,2026-02-07 00:00:00
66,GYB220118-2241-69161,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-18,2023-01-18,12.0,,,,False,False,Olivia,Chat,AQ_9,432.0,0.0,,432.0,,,2026-02-07 00:00:00
67,GYB220119-1511-12112,NZ,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-19,2023-01-19,12.0,2022-01-19,,,False,False,Biby,Chat,AQ_9,432.12,0.0,,432.12,,,2026-02-07 00:00:00
68,GYB220119-1100-86144,UA,aq-gyb-support-12-month-plan,Support 12-month plan,2022-01-19,2023-01-19,12.0,,,,False,False,,,,336.0,0.0,,336.0,,,2026-02-07 00:00:00
69,GYB220119-5542-36129,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-19,2022-07-21,1.0,,,2022-06-21,False,False,Clary,Chat,AQ_9,99.0,0.0,5,99.0,,99.75,2026-02-07 00:00:00
70,GYB220119-5542-34147,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-19,2022-01-19,1.0,,2022-01-19,,False,True,Jackie,Call,AQ.Upgrade,99.0,0.0,,99.0,99.0,,2026-02-07 00:00:00
71,GYB220120-5593-26130,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-20,2024-01-20,24.0,2022-01-20,,,False,False,Jacob,Call,AQ_9,460.8,115.2,,576.0,,,2026-02-07 00:00:00
72,GYB220120-5593-50153,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,2022-01-20,2022-01-20,1.0,,,,False,False,Clary,Chat,AQ_9,99.0,0.0,,99.0,,,2026-02-07 00:00:00
73,GYB220120-6604-72109,CA,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-20,2022-12-23,12.0,2022-01-21,,,False,False,Esmee,Call,AQ_1,431.7,0.0,,431.7,,,2026-02-07 00:00:00
74,GYB220120-2241-43133,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,2022-01-20,2023-01-20,1.0,2022-01-21,,2022-12-21,False,False,Rodger,Call,AQ_9,49.5,49.5,11,99.0,,137.17,2026-02-07 00:00:00
75,GYB220121-5040-92123,AU,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-21,2023-01-21,12.0,2022-01-21,,,False,False,Nick,Call,AQ_9,431.85,0.0,,431.85,,,2026-02-07 00:00:00
76,GYB220121-8904-88103,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Megan,Chat,AQ_9,104.3,44.7,,149.0,,,2026-02-07 00:00:00
77,GYB220121-6407-70121,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Vicky,Call,AQ_25,149.0,0.0,,149.0,,,2026-02-07 00:00:00
78,GYB220121-2436-93132,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Rodger,Call,AQ_25,149.0,0.0,,149.0,,,2026-02-07 00:00:00
79,GYB220122-8904-42117,GF,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-22,2022-05-29,1.0,,,2022-04-22,False,False,Nick,Call,AQ_9,159.28,39.82,1,199.1,,19.86,2026-02-07 00:00:00
80,GYB220122-8769-24151,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-22,2022-02-22,12.0,,2022-02-22,,False,True,Megan,Chat,AQ_9,324.0,108.0,,432.0,324.0,,2026-02-07 00:00:00
81,GYB220122-2436-24119,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-22,,36.0,,,,False,False,Nick,Call,AQ_9,684.0,0.0,,684.0,,,2026-02-07 00:00:00
82,GYB220122-2436-97159,BM,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-22,2023-01-22,12.0,,,,False,False,Megan,Chat,AQ_9,432.0,0.0,,432.0,,,2026-02-07 00:00:00
83,GYB220122-2436-64171,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-22,2022-04-22,3.0,,,,False,False,,,,199.0,0.0,,199.0,,,2026-02-07 00:00:00
84,GYB220122-8769-66181,CR,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-22,2023-01-22,12.0,,,,False,False,Nick,Call,AQ_9,324.0,108.0,,432.0,,,2026-02-07 00:00:00
85,GYB220122-8904-75163,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-22,2022-09-20,1.0,2022-01-23,,2022-08-22,False,False,Jackie,Call,AQ_9,199.0,0.0,5,199.0,,99.75,2026-02-07 00:00:00
86,GYB220123-2436-43128,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-23,,36.0,,,,False,False,Biby,Chat,AQ_9,684.0,0.0,,684.0,,,2026-02-07 00:00:00
87,GYB220123-2436-86149,US,gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-23,2025-01-23,36.0,,,,False,False,Jackie,Call,BF.Upgrade,581.4,102.6,,684.0,,,2026-02-07 00:00:00
88,GYB220123-2255-93147,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-23,,24.0,,,,False,False,Biby,Chat,AQ_9,576.0,0.0,,576.0,,,2026-02-07 00:00:00
89,GYB220123-8769-26121,BS,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-23,2022-04-23,3.0,2022-01-24,,,False,False,Megan,Chat,AQ_9,199.0,0.0,,199.0,,,2026-02-07 00:00:00
90,GYB220124-2255-50131,AU,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-24,2023-02-27,36.0,2022-01-24,2022-03-29,,False,True,Jayce,Call,AQ_7,683.69,0.0,,683.69,478.23,,2026-02-07 00:00:00
91,GYB220124-1295-38123,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Jayce,Call,AQ_9,149.0,0.0,,149.0,,,2026-02-07 00:00:00
92,GYB220124-2436-59151,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-24,2025-01-24,36.0,,,,False,False,Jacob,Call,AQ_1,581.4,102.6,,684.0,,,2026-02-07 00:00:00
93,GYB220124-8769-18129,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-24,2023-01-31,1.0,,,,False,False,Jayce,Call,AQ_1,432.0,0.0,,432.0,,,2026-02-07 00:00:00
94,GYB220124-5040-40146,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-24,2022-02-01,24.0,,2022-02-01,,False,True,Jacob,Call,AQ_1,489.6,86.4,,576.0,489.6,,2026-02-07 00:00:00
95,GYB220125-6407-71134,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-25,2023-02-01,1.0,2022-01-25,,,False,False,Esmee,Call,AQ_9,432.0,0.0,,432.0,,,2026-02-07 00:00:00
96,GYB220125-2971-78104,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,2022-01-25,,,False,False,Biby,Chat,AQ_9,119.2,29.8,,149.0,,,2026-02-07 00:00:00
97,GYB220125-2971-41139,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-25,2023-02-20,1.0,,,2023-01-25,False,False,Rodger,Call,AQ_9,432.0,0.0,1,432.0,,19.95,2026-02-07 00:00:00
98,GYB220125-2255-85132,CA,gyb-support-24-month-plan,Support 24-month plan,2022-01-25,2024-04-25,24.0,,,,False,False,Rodger,Chat,BF.Upgrade,323.67,107.89,,431.56,,,2026-02-07 00:00:00
99,GYB220125-2971-44183,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,2022-01-25,2022-02-25,1.0,,,,False,False,Rodger,Call,AQ_25,99.0,0.0,,99.0,,,2026-02-07 00:00:00
100,GYB220125-5040-15140,CA,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-25,2025-01-25,36.0,2022-01-26,,,False,False,Jackie,Call,AQ_9,683.3,0.0,,683.3,,,2026-02-07 00:00:00
101,GYB220125-5040-15140,CA,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-25,2025-01-25,36.0,2022-01-26,,,False,False,Rodger,From Support,AQ.Upgrade,683.3,0.0,,683.3,,,2026-02-07 00:00:00
102,GYB220125-5040-15140,CA,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-25,2025-01-25,36.0,2022-01-26,,,False,False,Rodger,From Support,AQ_9,683.3,0.0,,683.3,,,2026-02-07 00:00:00
103,GYB220125-5040-15170,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-25,2022-02-25,1.0,2022-01-26,,,False,False,Nick,Call,AQ_9,99.0,0.0,,99.0,,,2026-02-07 00:00:00
104,GYB220125-2255-67157,CA,aq-one-time-pc-support,Support One Time PC Support,,,0.0,2022-01-26,,,False,False,Jackie,Call,AQ_1,111.91,37.3,,149.21,,,2026-02-07 00:00:00
105,GYB220125-2971-84221,US,aq-gyb-support-3-month-plan-lo,Support 3-month Plan,2022-01-25,2022-04-26,1.0,2022-01-26,,,False,False,Jackie,Call,AQ_5,199.0,0.0,,199.0,,,2026-02-07 00:00:00
106,GYB220126-2971-96115,US,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-26,2023-01-26,12.0,,,,False,False,Jackie,Call,AQ_9,367.2,64.8,,432.0,,,2026-02-07 00:00:00
107,GYB220126-5040-74119,CA,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-26,,24.0,,,,False,False,Rodger,Call,AQ_1,575.91,0.0,,575.91,,,2026-02-07 00:00:00
108,GYB220126-8904-64130,MT,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-26,,36.0,,,,False,False,Clary,Chat,AQ_9,683.71,0.0,,683.71,,,2026-02-07 00:00:00
109,GYB220127-6407-77118,PG,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-27,,24.0,2022-01-27,,,False,False,Ruby,Chat,AQ_9,576.0,0.0,,576.0,,,2026-02-07 00:00:00
110,GYB220127-8769-14129,US,gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,2022-01-27,2022-04-03,1.0,2022-01-27,,2022-02-27,False,False,Esmee,Call,BF.Upgrade,89.1,9.9,1,99.0,,24.95,2026-02-07 00:00:00
111,GYB220127-8904-71128,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Esmee,Call,AQ_1,149.0,0.0,,149.0,,,2026-02-07 00:00:00
112,GYB220127-2255-56123,CA,aq-one-time-pc-support,Support One Time PC Support,,,0.0,,,,False,False,Vicky,Call,AQ_1,119.41,29.85,,149.26,,,2026-02-07 00:00:00
113,GYB220127-2436-32115,US,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,2022-01-27,2022-02-27,1.0,,,,False,False,Esmee,Call,AQ_25,79.2,19.8,,99.0,,,2026-02-07 00:00:00
114,GYB220127-2971-96120,US,aq-gyb-support-24-month-plan-hi,Support 24-month Plan,2022-01-27,,24.0,,,,False,False,Rodger,Call,AQ_5,576.0,0.0,,576.0,,,2026-02-07 00:00:00
115,GYB220127-6407-35172,US,aq-one-time-pc-support,Support One Time PC Support,,,0.0,2022-01-28,,,False,False,Jayce,Call,AQ_9,149.0,0.0,,149.0,,,2026-02-07 00:00:00
116,GYB220128-4242-81115,CA,aq-gyb-support-12-month-plan-hi,Support 12-month Plan,2022-01-28,2022-03-10,12.0,2022-01-28,,,True,False,Jackie,Call,AQ_1,388.54,43.17,,431.71,358.83,,2026-02-07 00:00:00
117,GYB220128-4977-22128,AU,aq-gyb-support-multiple-monthly,Support Multiple Device Monthly Subscription,2022-01-28,2023-08-26,1.0,2022-01-28,,2023-07-26,False,False,Rodger,Call,AQ_7,99.18,0.0,17,99.18,,409.04,2026-02-07 00:00:00
118,GYB220128-5179-60121,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-28,2022-02-28,1.0,,,,False,False,Esmee,Call,AQ_9,49.5,49.5,,99.0,,,2026-02-07 00:00:00
119,GYB220128-4977-22147,GB,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-28,,36.0,,,,False,False,Megan,Chat,AQ_9,683.62,0.0,,683.62,,,2026-02-07 00:00:00
120,GYB220128-4242-75153,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-28,2022-02-28,1.0,,,,False,False,Esmee,Call,AQ_9,79.2,19.8,,99.0,,,2026-02-07 00:00:00
121,GYB220128-1532-84116,CA,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-28,2022-04-30,1.0,,,2022-04-28,False,False,Esmee,Call,AQ_1,99.48,0.0,3,99.48,,61.61,2026-02-07 00:00:00
122,GYB220128-8017-69132,US,aq-gyb-support-36-month-plan-hi,Support 36-month Plan,2022-01-28,,36.0,,,,False,False,Jackie,Call,AQ.Upgrade,581.4,102.6,,684.0,,,2026-02-07 00:00:00
123,GYB220128-9233-66122,US,aq-gyb-support-single-monthly,Support Single Device Monthly Subscription,2022-01-28,2022-03-07,1.0,2022-01-29,,,False,False,Rinna,Chat,AQ_9,99.0,0.0,,99.0,,,2026-02-07 00:00:00
